"AlternateTitle","FileIdentifier","Title","Abstract","TopicCategory","Keywords","TemporalExtentBegin","TemporalExtentEnd","DatasetReferenceDate","AdditionalInformationSource","Lineage","DataFormat","ResponsibleOrganisationName","ResponsibleOrganisationEmail","ResponsibleOrganisationRole","LimitationsOnPublicAccess","UseConstraints","SpatialReferenceSystem","Resolution","MetadataDate","MetadataLanguage","MetadataPOCName","MetadataPOCEmail","MetadataPOCRole","ResourceLocator","ResourceType","BBoxNorth","BBoxSouth","BBoxEast","BBoxWest","Path","JNCCReferenceManagerCode","Notes"
"GB000283","","MNCR Area Summaries - Inlets in the western English Channel","The coast from Durlston Head in Dorset to Cape Cornwall has been studied as part of the Marine Nature Conservation Review programme (MNCR Sector 8). Sixteen marine inlets occur along this stretch of coast and have been the subject of various surveys to describe the biotopes. An analysis of the available data from these inlets has been undertaken as part of the Marine Nature Conservation Review.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000283""}, {""reference-manager-code"", ""B259, OF1309""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""Intertidal survey""}, {""SeabedSurveyTechnique"", ""Diver survey""}, {""OriginalSeabedClassificationSystem"", ""MNCR""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement not required - owned by JNCC or MESH - FULL ACCESS""}","1985-01-01","1996-12-31","","Moore, J.J., Smith, J., & Northern, K.O. (1999) Marine Nature Conservation Review Sector 8. Inlets in the western English Channel: area summaries. Peterborough, Joint Nature Conservation Committee. (Coasts and seas of the United Kingdom. MNCR series)","Classification system details: Classified according to MNCR 97.06 scheme","Geographic Information System","Joint Nature Conservation Committee","xcomment@jncc.gov.uk","originator","Data Provider Agreement not required - owned by JNCC or MESH - FULL ACCESS","Data available for non-commercial use; contact the data owner",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000283&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","50.96165","49.85227","-2.409955","-5.249901","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000283","B259, OF1309","  Defra data contract Phase I"
"GB000295","","Northern Ireland broadscale habitat mapping: Annalong and Kilkeel","Annalong and Killeen. Part of the Northern Ireland Nearshore Subtidal Habitat Mapping Project. Data were validated against Northern Ireland Sublittoral Survey","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000295""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyPurpose"", ""Fisheries""}, {""SeabedSurveyPurpose"", ""Research""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Diver survey""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""OriginalSeabedClassificationSystem"", ""Local""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement signed FULL ACCESS""}","2000-08-10","2002-06-06","2004-12-31","Mitchell, A.J. and Service, M. 2004. Northern Ireland Nearshore Subtidal Habitat Mapping Project: Report to DARD & EHS","Classification system details: Classified according to a local scheme (codes given as the attribute) including biota and substrate information. . Survey technique details: Coordinates accurate to within 10m","Geographic Information System","Agri-Food and Biosciences Institute (AFBI); Queens University Belfast; Environment and Heritage Service (EHS)","xdardhelpline@dardni.gov.uk","originator","Data Provider Agreement signed FULL ACCESS","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000295&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","54.19807","53.95759","-5.771252","-6.052085","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000295",,""
"GB000296","","Northern Ireland broadscale habitat mapping: Dundrum Bay","Dundrum Bay. Part of the Northern Ireland Nearshore Subtidal Habitat Mapping Project. Data were validated against Northern Ireland Sublittoral Survey","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000296""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyPurpose"", ""Fisheries""}, {""SeabedSurveyPurpose"", ""Research""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Diver survey""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""OriginalSeabedClassificationSystem"", ""Local""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement signed FULL ACCESS""}","2000-08-08","2001-05-22","2004-12-31","Mitchell, A.J. and Service, M. 2004. Northern Ireland Nearshore Subtidal Habitat Mapping Project: Report to DARD & EHS","Classification system details: Classified according to a local scheme (codes given as the attribute) including biota and substrate information. . Survey technique details: Coordinates accurate to within 10m","Geographic Information System","Agri-Food and Biosciences Institute (AFBI); Queens University Belfast; Environment and Heritage Service (EHS)","xdardhelpline@dardni.gov.uk","originator","Data Provider Agreement signed FULL ACCESS","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000296&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","54.27319","54.15850","-5.671387","-5.887896","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000296",,""
"GB000306","","Northern Ireland broadscale habitat mapping: Belfast Lough","Belfast Lough. Part of the Northern Ireland Nearshore Subtidal Habitat Mapping Project. Data were validated against Northern Ireland Sublittoral Survey","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000306""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyPurpose"", ""Fisheries""}, {""SeabedSurveyPurpose"", ""Research""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""SeabedSurveyTechnique"", ""Dredges""}, {""OriginalSeabedClassificationSystem"", ""Local""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement signed FULL ACCESS""}","1999-10-25","2002-12-31","2004-12-31","Mitchell, A.J. and Service, M. 2004. Northern Ireland Nearshore Subtidal Habitat Mapping Project: Report to DARD & EHS","Classification system details: Classified according to a local scheme (codes given as the attribute) including biota and substrate information. . Survey technique details: Coordinates accurate to within 10m","Geographic Information System","Agri-Food and Biosciences Institute (AFBI); Queens University Belfast; Environment and Heritage Service (EHS)","xdardhelpline@dardni.gov.uk","originator","Data Provider Agreement signed FULL ACCESS","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000306&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","54.77809","54.61894","-5.599209","-5.905411","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000306",,""
"GB000470","","Isle of Man sandbank","Opportunistic survey of the sandbank in offshore waters east of the Isle of Man as part of JNCC offshore Natura 2000 site assessment processes. Grab sampling, AGDS, side scan sonar and video data were obtained on 3 separate cruises. Data was worked up by AFBI & QUB as part of an MoA between JNCC and AFBI/DARD (NI).","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000470""}, {""reference-manager-code"", ""OF973, OF1309""}, {""SeabedSurveyPurpose"", ""nature conservation""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""SeabedSurveyTechnique"", ""Side scan sonar""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Multibeam echo sounder""}, {""SeabedSurveyTechnique"", ""Towed video""}, {""OriginalSeabedClassificationSystem"", ""MNCR""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment not p","2005-05-01","2005-05-31","2005-05-31","Mitchell, A., Mellor, A. and Strong, J. (2007). Broadscale seabed habitat survey of a sandbank to the East of the Isle of Man. AFBI report to JNCC. ","Classification system details: Classified according to the MNCR 04.05 scheme. Survey technique details: RoxAnn; Sidescan Edgetech Model 272; 0.1m2 day grab; towed video sledge with Konsberg-Simrad Ospreyunderwater video camera.","Geographic Information System","Joint Nature Conservation Committee","xcomment@jncc.gov.uk","originator","Data Provider Agreement not required - owned by JNCC or MESH - FULL ACCESS","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)","http://www.opengis.net/def/crs/EPSG/0/4326",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000470&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","54.30163","54.12013","-3.744195","-4.01","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07","OF973, OF1309","JNCC survey in collaboration with DARD. The survey consisted of 3 cruises from the following dates 14th-19th November 2004 on RV Lough Foyle, 3rd-13th May 2005 on the new DARD vessel RV Corystes, 7-14th Feb on RV Corystes. Defra data contract Phase I"
"GB000945","","Sound of Harris - Biotopes","The Sound of Harris is a topographically complex marine area situated between North Uist and Harris in the Outer Hebrides. Very little is known of the marine biota of the area but it is likely to be largely unmodified by anthropogenic influences. An increased knowledge of the marine biotope distribution in the Sound of Harris is desirable in order to assess the potential impacts of any proposed future developments in the area. Specifically, proposals to build access causeways linking Hebridean Islands are increasingly under consideration. Such developments have the potential to radically modify environmental conditions in neighbouring marine habitats. This study utilised satellite imagery, underwater acoustic sensing techniques and biological ground surveys to develop a biotope distribution map of the area and relate this distribution to prevailing environmental conditions.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000945""}, {""reference-manager-code"", ""R3541, OF1309""}, {""SeabedSurveyTechnique"", ""Satellite imagery""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Diver survey""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""SeabedSurveyTechnique"", ""Drop camera""}, {""SeabedSurveyTechnique"", ""Diver video""}, {""OriginalSeabedClassificationSystem"", ""MNCR""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}","2005-08-09","2005-08-14","2007-06-30","Malthus, T.J., Harries, D.B., Karpouzli, E., Moore, C.G., Lyndon, A.R., Mair, J.M., Foster-Smith, B., Sotheran, I. and Foster-Smith, D. (2006). Biotope mapping of the Sound of Harris, Scotland. Scottish Natural Heritage Commissioned Report No. 212 (ROAME ","Associated datasets: GB000651; GB000944","Geographic Information System","Scottish Natural Heritage","xenquiries@snh.gov.uk","originator","","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000945&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","57.76580","57.62856","-6.962266","-7.098818","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000945","R3541, OF1309","Draft report now in to SNH but data not yet available.  Defra data contract Phase I"
"GB001091","","Extent of Serpulid reef and Modiolus modiolus beds in Loch Creran","The purpose of the current study was to initiate site condition monitoring of the reefs of Loch Creran. This was done to establish a baseline biological data set that would facilitate the assessment of the condition of the reef habitats in the future and to allow a judgement to be formed on the current condition of these habitats. The approach taken to achieve these objectives was to assess the extent and distribution of serpulid reefs from observations by diver along 110 transects around the loch. Detailed studies were also performed at four of the major serpulid reef sites in the loch. Here, distribution was examined with sidescan sonar, reef density by video and the community of organisms associated with the habitat by diver survey of the reefs themselves and of the surrounding sediment. The distribution and abundance of Modiolus was examined along seven relocatable transects and, at one of the major mussel beds, the size structure of the population and associated community surveyed. Subtidal rocky reefs were surveyed by diver along relocatable transects at three sites.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB001091""}, {""reference-manager-code"", ""R3906""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""Side scan sonar""}, {""SeabedSurveyTechnique"", ""diver survey""}, {""SeabedSurveyTechnique"", ""towed video""}, {""SeabedSurveyTechnique"", ""diver video""}, {""OriginalSeabedClassificationSystem"", ""EUNIS""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Confidence assessment required""}, {""SeabedMapStatus"", ""Translated to EUNI","2005-07-11","2005-09-08","2010-11-30","Moore, C.G., Saunders, G.R., Harries, D.B., Mair, J.M., Bates C.R., and Lyndon, A.R. (2006).
The establishment of site condition monitoring of the subtidal reefs of Loch Creran Special Area of Conservation. Scottish Natural Heritage Commissioned Report No","Classification system details: version 200711. Survey technique details: Bathymetric side scan sonar: Submetrix System 2000; normal side scan sonar: Klein 3000. Associated datasets: GB000356","Geographic Information System","Scottish Natural Heritage","xenquiries@snh.gov.uk","originator","Data Provider Agreement required","Data available for non-commercial use; contact the data owner","http://www.opengis.net/def/crs/EPSG/0/4326",,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB001091&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","56.55566","56.50917","-5.246161","-5.407676","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB001091","R3906","Dataset replaces serpulid and modiolus parts of GB000356"
"GB000293","","MNCR Area Summaries - Lagoons in mainland Scotland and the Inner Hebrides","In 1993, the MNCR initiated a survey of lagoons in Scotland. Thirty-three lagoons in mainland Scotland and the Inner Hebrides were studied as part of this programme, with field studies undertaken in 1994 and 1995.","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000293""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyTechnique"", ""Intertidal survey""}, {""SeabedSurveyTechnique"", ""Diver survey""}, {""OriginalSeabedClassificationSystem"", ""MNCR""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement not required - owned by JNCC or MESH - FULL ACCESS""}","","","","Covey, R., Fortune, F., Nichols, D.M., Thorpe, K. (1998) Marine Nature Conservation Review Sectors 3, 4, 12, 13 & 15. Lagoons in mainland Scotland and the Inner Hebrides: area summaries. Peterborough, Joint Nature Conservation Committee. (Coasts and seas ","Classification system details: Classified according to MNCR 97.06 scheme. Associated datasets: GB000377","Geographic Information System","Joint Nature Conservation Committee","xcomment@jncc.gov.uk","originator","Data Provider Agreement not required - owned by JNCC or MESH - FULL ACCESS","Data available for non-commercial use; contact the data owner",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000293&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","58.86936","54.77652","-2.785634","-6.821864","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000293",,"Shapefiles split into two parts (parts 1 & 2). Overlapping polygons between parts 1 & 2, and with GB000289. Did not translate correctly (spelling changed in Translation tbl but not in file). Currently showing as translated habitat on webGIS."
"GB000297","","Northern Ireland broadscale habitat mapping: Ards Peninsula","Ards Peninsula. Part of the Northern Ireland Nearshore Subtidal Habitat Mapping Project. Data were validated against Northern Ireland Sublittoral Survey","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000297""}, {""reference-manager-code"", ""R3383, OF1309""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyPurpose"", ""Fisheries""}, {""SeabedSurveyPurpose"", ""Research""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Diver survey""}, {""SeabedSurveyTechnique"", ""Dredges""}, {""OriginalSeabedClassificationSystem"", ""Local""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Dat","1996-01-01","2003-02-13","2004-12-31","Mitchell, A.J. and Service, M. 2004. Northern Ireland Nearshore Subtidal Habitat Mapping Project: Report to DARD & EHS","Classification system details: Classified according to a local scheme (codes given as the attribute) including biota and substrate information. . Survey technique details: Coordinates accurate to within 10m","Geographic Information System","Agri-Food and Biosciences Institute (AFBI); Queens University Belfast; Environment and Heritage Service (EHS)","xdardhelpline@dardni.gov.uk","originator","Data Provider Agreement signed FULL ACCESS","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000297&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","54.67910","54.32024","-5.307108","-5.528838","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000297","R3383, OF1309","Non-simple topology: failed to simplify.  Need to sort out DET_DATE!  Defra data contract Phase I"
"GB000298","","Broadscale Mapping of Strangford Lough’s Subtidal Habitats:
The Application of an Evolving Technology","Part of the Strangford Lough Ecological Change Investigation. Report, including map images, freely downloadable from EHS website (http://www.ehsni.gov.uk/pubs/pubs.shtml)","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000298""}, {""reference-manager-code"", ""R2908""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyPurpose"", ""Fisheries""}, {""SeabedSurveyPurpose"", ""Research""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Grabs""}, {""SeabedSurveyTechnique"", ""Diver survey""}, {""OriginalSeabedClassificationSystem"", ""Local""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider","2003-06-10","2003-10-17","2004-12-31","Mitchell, A.J. and Service, M. 2004. Strangford Lough Ecological Change Investigation: Broadscale Mapping.WP1 KA 1.2.1. Report to EHS.","Classification system details: Classified according to a local scheme (codes given as the attribute) including biota and substrate information. . Survey technique details: Coordinates accurate to within 10m","Geographic Information System","Agri-Food and Biosciences Institute (AFBI); Queens University Belfast; Environment and Heritage Service (EHS)","xdardhelpline@dardni.gov.uk","originator","Data Provider Agreement signed FULL ACCESS","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000298&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","54.55506","54.37890","-5.530370","-5.658097","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000298","R2908",""
"GB000299","","Northern Ireland broadscale habitat mapping: Lower Strangford Lough","Lower Strangford Lough. Part of the Northern Ireland Nearshore Subtidal Habitat Mapping Project. Data were validated against Northern Ireland Sublittoral Survey","biota","{""jncc-broad-category"", ""SeabedHabitatMaps""}, {""MESH_GUI"", ""GB000299""}, {""SeabedSurveyPurpose"", ""Nature conservation""}, {""SeabedSurveyPurpose"", ""Fisheries""}, {""SeabedSurveyPurpose"", ""Research""}, {""SeabedSurveyTechnique"", ""AGDS""}, {""SeabedSurveyTechnique"", ""Diver survey""}, {""OriginalSeabedClassificationSystem"", ""Local""}, {""SeabedMapStatus"", ""Show on webGIS""}, {""SeabedMapStatus"", ""Translated to EUNIS""}, {""SeabedMapStatus"", ""Data Provider Agreement signed FULL ACCESS""}","2000-01-01","2002-12-31","2004-12-31","Mitchell, A.J. and Service, M. 2004. Northern Ireland Nearshore Subtidal Habitat Mapping Project: Report to DARD & EHS","Classification system details: Classified according to a local scheme (codes given as the attribute) including biota and substrate information. . Survey technique details: Coordinates accurate to within 10m","Geographic Information System","Agri-Food and Biosciences Institute (AFBI); Queens University Belfast; Environment and Heritage Service (EHS)","xdardhelpline@dardni.gov.uk","originator","Data Provider Agreement signed FULL ACCESS","Data may only be used with permission from, and according to any conditions imposed by, the data owner(s)",,,"2013-11-12","eng","Joint Nature Conservation Committee (JNCC)","xhelen.ellwood@jncc.gov.uk","pointOfContact","http://www.searchmesh.net/default.aspx?page=1974&&mapInstance=MESHAtlanticMap_&mapZoomToId=GB000299&mapZoomToField=ORIG_GUI&mapZoomToLayer=HabitatMappingAreas","dataset","54.43649","54.31329","-5.488275","-5.658709","J:\Reference\Marine\Habitats\1_EUNIS_HabitatMaps.gdb\IndividualOnMESHwebGIS_AllEUNIS07\GB000299",,""
